"MAHASISWA","TAHUN","SEMESTER","IPS"
19279,2020,1,3.83
19280,2020,1,3.44
19286,2020,1,3.7
19289,2020,1,3.56
19290,2020,1,3.59
19291,2020,1,3.48
19293,2020,1,3.55
19297,2020,1,3.75
19308,2020,1,3.5
19309,2020,1,3.85
19310,2020,1,3.65
19311,2020,1,3.67
19312,2020,1,3.42
19313,2020,1,3.67
19314,2020,1,3.61
19315,2020,1,3.44
19316,2020,1,3.6
19317,2020,1,3.55
19318,2020,1,3.47
19319,2020,1,3.5
19320,2020,1,3.53
19321,2020,1,3.66
19322,2020,1,3.34
19323,2020,1,3.85
19326,2020,1,3.78
19327,2020,1,3.33
19329,2020,1,3.45
19331,2020,1,3.31
19332,2020,1,3.74
19334,2020,1,3.1
19335,2020,1,3.31
19336,2020,1,3.68
19337,2020,1,3.78
19350,2020,1,3.33
19351,2020,1,3.72
19353,2020,1,3.32
19354,2020,1,3.36
19355,2020,1,3.72
19357,2020,1,3.55
19359,2020,1,3.5
19360,2020,1,2.95
19361,2020,1,3.5
19362,2020,1,3.47
19363,2020,1,3.58
19368,2020,1,3.4
19369,2020,1,3.64
19370,2020,1,3.55
19372,2020,1,3.8
19373,2020,1,3.48
19374,2020,1,3.84
19375,2020,1,3.67
19378,2020,1,3.73
19380,2020,1,3.75
19381,2020,1,3.28
26060,2025,1,3.71
26061,2025,1,3.53
26062,2025,1,3.66
26063,2025,1,3.76
26064,2025,1,3.5
26065,2025,1,3.25
26066,2025,1,3.52
26067,2025,1,3.41
26068,2025,1,3.6
26069,2025,1,3.33
26070,2025,1,3.54
26071,2025,1,3.61
26072,2025,1,3.74
26073,2025,1,3.58
26074,2025,1,3.88
26075,2025,1,3.13
26076,2025,1,3.76
26077,2025,1,3.25
26078,2025,1,2.75
26081,2025,1,3.5
26082,2025,1,3.62
26083,2025,1,3.48
26084,2025,1,3.48
26085,2025,1,3.52
26086,2025,1,3.5
26087,2025,1,3.21
26088,2025,1,3.75
26089,2025,1,3.38
26090,2025,1,3.37
26091,2025,1,3.54
26092,2025,1,3.25
26093,2025,1,3.76
26094,2025,1,3.31
26095,2025,1,0
26096,2025,1,1.92
26097,2025,1,3.53
26099,2025,1,3.48
26100,2025,1,3.13
26101,2025,1,3.55
26102,2025,1,3.51
26103,2025,1,3.3
26104,2025,1,3.47
26105,2025,1,3.65
26106,2025,1,3.56
26107,2025,1,3.79
26109,2025,1,3.51
26110,2025,1,3.61
26111,2025,1,3.42
26112,2025,1,3.62
26114,2025,1,3.25
26115,2025,1,3.65
26117,2025,1,3.38
26118,2025,1,3.61
26119,2025,1,3.47
26120,2025,1,3.26
26121,2025,1,3.51
26122,2025,1,3.2
26123,2025,1,3.32
26124,2025,1,3
26125,2025,1,3.9
26126,2025,1,3.71
26127,2025,1,3.81
26128,2025,1,3.72
26129,2025,1,3.41
26130,2025,1,3.33
26131,2025,1,3.25
26132,2025,1,3.41
26133,2025,1,3.15
26134,2025,1,3.32
26135,2025,1,3.65
26136,2025,1,3.43
26137,2025,1,3.42
26138,2025,1,3.22
26139,2025,1,3.61
26140,2025,1,3.46
26141,2025,1,3.76
26142,2025,1,3.71
26143,2025,1,3.62
26144,2025,1,3.71
26145,2025,1,3.48
26146,2025,1,3.23
26147,2025,1,3.32
26148,2025,1,3.68
26150,2025,1,3.45
26151,2025,1,3.21
26152,2025,1,3.33
26153,2025,1,3.64
26154,2025,1,3.69
26155,2025,1,3.34
26157,2025,1,3.5
26158,2025,1,3.56
26159,2025,1,3.6
26160,2025,1,2.96
26161,2025,1,3.58
26162,2025,1,3.75
26164,2025,1,3.5
26165,2025,1,3.26
26166,2025,1,3.62
26167,2025,1,3.56
26168,2025,1,3.39
26171,2025,1,3.26
26173,2025,1,3.59
26174,2025,1,3.54
26176,2025,1,3.61
26178,2025,1,3.64
26180,2025,1,3.34
26181,2025,1,2.68
26182,2025,1,3.57
26183,2025,1,3.32
26184,2025,1,3.43
26185,2025,1,3.46
26186,2025,1,3.68
26187,2025,1,3.57
26188,2025,1,3.7
26189,2025,1,3.69
26190,2025,1,3.45
26191,2025,1,3.24
26192,2025,1,3.82
26193,2025,1,3.38
26194,2025,1,3.58
26196,2025,1,3.88
26197,2025,1,3.58
26198,2025,1,3.63
26199,2025,1,3.38
26200,2025,1,3.44
26201,2025,1,3.7
26202,2025,1,3.56
26203,2025,1,2.37
26204,2025,1,2.92
26205,2025,1,3.54
26206,2025,1,3.49
26207,2025,1,3.72
26208,2025,1,3.77
26210,2025,1,3.5
26211,2025,1,3.64
26212,2025,1,3.66
26213,2025,1,3.25
26214,2025,1,3.69
26215,2025,1,2.76
26216,2025,1,3.66
26217,2025,1,3.38
26219,2025,1,3.56
26220,2025,1,3.73
26221,2025,1,3.28
26222,2025,1,3.37
26223,2025,1,3.59
26224,2025,1,3.63
26225,2025,1,3.38
26227,2025,1,3.65
26229,2025,1,3.5
26230,2025,1,3.07
26231,2025,1,2.96
26232,2025,1,3.04
26233,2025,1,3.11
26234,2025,1,3.49
26235,2025,1,3.74
26236,2025,1,3.11
26237,2025,1,3.43
26239,2025,1,3.69
26240,2025,1,0.71
26241,2025,1,3.63
26242,2025,1,3.66
26243,2025,1,3.58
26244,2025,1,2.41
26246,2025,1,3.29
26247,2025,1,3.53
26249,2025,1,3.68
26250,2025,1,3.35
26251,2025,1,3.28
26255,2025,1,3.71
26258,2025,1,2.88
26263,2025,1,3.43
26268,2025,1,3.46
26271,2025,1,3.63
26272,2025,1,3.5
26273,2025,1,2.67
26274,2025,1,3.51
26275,2025,1,3.7
26276,2025,1,3.82
26277,2025,1,3.42
26278,2025,1,3.5
26279,2025,1,3
26281,2025,1,3.52
26282,2025,1,3.59
26283,2025,1,3.28
26284,2025,1,3.03
26285,2025,1,3.54
26286,2025,1,3.85
26287,2025,1,3.55
26288,2025,1,3.43
26289,2025,1,3.66
26290,2025,1,3.32
26292,2025,1,3.21
26293,2025,1,3.28
26294,2025,1,3.61
26295,2025,1,3.66
26296,2025,1,3.65
26297,2025,1,3.42
26298,2025,1,3.29
26300,2025,1,3.49
26301,2025,1,3.44
26302,2025,1,3.58
26303,2025,1,3.52
26304,2025,1,3.24
26305,2025,1,3.79
26306,2025,1,3.54
26308,2025,1,3.03
26309,2025,1,3.65
26310,2025,1,3.75
26311,2025,1,3.5
26312,2025,1,3.6
26313,2025,1,3.01
26315,2025,1,3.68
26316,2025,1,3.42
26317,2025,1,3.66
26318,2025,1,3.38
26319,2025,1,3.11
26320,2025,1,3.63
26321,2025,1,3.56
26322,2025,1,2.86
26323,2025,1,3.8
26324,2025,1,3.56
26326,2025,1,3.56
26327,2025,1,2.88
26328,2025,1,3.63
26329,2025,1,3.19
26330,2025,1,3.3
26331,2025,1,3.33
26332,2025,1,3.57
26333,2025,1,3.52
26334,2025,1,3.3
26335,2025,1,3.48
26336,2025,1,3.29
26337,2025,1,3.21
26338,2025,1,3.24
26339,2025,1,3.53
26340,2025,1,3.56
26341,2025,1,2.94
26342,2025,1,3.18
26343,2025,1,2.76
26344,2025,1,3.25
26345,2025,1,3.21
26346,2025,1,3.41
26347,2025,1,3.45
26348,2025,1,3.65
26349,2025,1,3.72
26350,2025,1,3.76
26351,2025,1,3.59
26352,2025,1,3.28
26353,2025,1,3.66
26354,2025,1,3.16
26355,2025,1,3.62
26356,2025,1,3.12
26357,2025,1,3.51
26358,2025,1,3.26
26359,2025,1,3.52
26360,2025,1,3.46
26361,2025,1,3.44
26362,2025,1,3.53
26364,2025,1,3.35
26365,2025,1,3.56
26366,2025,1,3.72
26367,2025,1,0
26368,2025,1,3.25
26369,2025,1,3.47
26370,2025,1,3.34
26371,2025,1,3.55
26372,2025,1,3.43
26379,2025,1,3.57
26382,2025,1,3.37
26385,2025,1,3.33
26387,2025,1,3.39
26388,2025,1,3.78
26389,2025,1,3.26
26390,2025,1,3.4
26391,2025,1,3.51
26392,2025,1,3.08
26393,2025,1,3.31
26395,2025,1,3.36
26396,2025,1,3.66
26397,2025,1,3.17
26398,2025,1,3.67
26399,2025,1,3.34
26400,2025,1,3.86
26401,2025,1,2.9
26402,2025,1,3.68
26403,2025,1,3.37
26405,2025,1,3.63
26406,2025,1,3.42
26407,2025,1,3.35
26408,2025,1,3.25
26409,2025,1,3.41
26410,2025,1,3.13
26411,2025,1,3.28
26412,2025,1,3.02
26413,2025,1,3.37
26414,2025,1,3.49
26415,2025,1,3.56
26416,2025,1,3.46
26417,2025,1,3.48
26418,2025,1,2.9
26419,2025,1,3.39
26420,2025,1,3.63
26421,2025,1,3.19
26422,2025,1,3.69
26423,2025,1,3.63
26424,2025,1,3.7
26425,2025,1,3.45
26426,2025,1,3.47
26427,2025,1,3.43
26428,2025,1,3.36
26429,2025,1,3.46
26430,2025,1,3.53
26431,2025,1,3.36
26432,2025,1,3.88
26433,2025,1,3.2
26434,2025,1,3.51
26436,2025,1,3.03
26438,2025,1,3.35
26439,2025,1,3.54
26440,2025,1,3.46
26441,2025,1,3.75
26442,2025,1,3.16
26443,2025,1,3.66
26444,2025,1,3.37
26445,2025,1,3.74
26446,2025,1,3.68
26448,2025,1,3.67
26449,2025,1,3.38
26450,2025,1,3.64
26451,2025,1,3.63
26453,2025,1,3.21
26454,2025,1,3.58
26455,2025,1,3.45
26456,2025,1,3.51
26457,2025,1,3.79
26458,2025,1,3.19
26459,2025,1,3.2
26460,2025,1,3.58
26461,2025,1,3.14
26462,2025,1,3.42
26463,2025,1,3.35
26464,2025,1,3.66
26465,2025,1,3.15
26466,2025,1,3.78
26467,2025,1,3.54
26468,2025,1,3.16
26469,2025,1,3.71
26470,2025,1,2.3
26471,2025,1,3.26
26472,2025,1,3.51
26473,2025,1,3.66
26474,2025,1,3.28
26475,2025,1,3.32
26476,2025,1,3.38
26477,2025,1,3.25
26478,2025,1,3.38
26479,2025,1,3.23
26480,2025,1,3.15
26482,2025,1,3.13
26483,2025,1,3.06
26484,2025,1,3.55
26485,2025,1,3.39
26486,2025,1,3.59
26487,2025,1,2.97
26488,2025,1,2.88
26489,2025,1,2.86
26490,2025,1,3.2
26491,2025,1,3.5
26492,2025,1,3.88
26493,2025,1,3.44
26494,2025,1,3.55
26495,2025,1,3.58
26498,2025,1,3.7
26500,2025,1,3.34
26501,2025,1,3.63
26502,2025,1,3.6
26503,2025,1,2.99
26506,2025,1,3.02
26507,2025,1,3.41
26509,2025,1,3.26
26512,2025,1,3.08
26513,2025,1,3.32
26514,2025,1,3.8
26515,2025,1,2.28
26517,2025,1,3.63
26518,2025,1,3.46
26519,2025,1,3.58
26520,2025,1,3.1
26521,2025,1,3.51
26522,2025,1,3.52
26524,2025,1,3.57
26526,2025,1,3.4
26527,2025,1,3.33
26528,2025,1,3.49
26529,2025,1,3.48
26530,2025,1,3.22
26531,2025,1,3.37
26532,2025,1,3.63
26533,2025,1,3.28
26534,2025,1,3.72
26535,2025,1,3.37
26536,2025,1,3.45
26537,2025,1,3.35
26538,2025,1,3.56
26539,2025,1,3.36
26540,2025,1,3.54
26541,2025,1,3.34
26542,2025,1,3.7
26543,2025,1,3.51
26544,2025,1,3.46
26546,2025,1,3.29
26547,2025,1,3.61
26548,2025,1,3.49
26549,2025,1,3.43
26550,2025,1,3.58
26551,2025,1,3.51
26552,2025,1,3.32
26553,2025,1,3.5
26554,2025,1,3.46
26556,2025,1,3.5
26557,2025,1,3.63
26558,2025,1,3.56
26559,2025,1,3.45
26561,2025,1,3.57
26562,2025,1,3.58
26563,2025,1,3.91
26565,2025,1,3.06
26566,2025,1,3.08
26567,2025,1,3.3
26569,2025,1,3.4
26571,2025,1,2.53
26573,2025,1,3.51
26574,2025,1,3.26
26575,2025,1,3.59
26576,2025,1,3.1
26578,2025,1,3.36
26580,2025,1,3.32
26582,2025,1,3.81
26583,2025,1,3.29
26584,2025,1,2.91
26585,2025,1,3.56
26586,2025,1,3.46
26587,2025,1,3.31
26588,2025,1,3.03
26591,2025,1,3.57
26592,2025,1,3.03
26593,2025,1,3.65
26594,2025,1,3.56
26595,2025,1,2.69
26596,2025,1,3.36
26598,2025,1,3.4
26599,2025,1,3.46
26601,2025,1,3.23
26602,2025,1,3.43
26603,2025,1,3.65
26604,2025,1,3.34
26605,2025,1,3.19
26606,2025,1,3.41
26607,2025,1,3.47
26609,2025,1,3.11
26610,2025,1,3.54
26611,2025,1,3.64
26612,2025,1,3.63
26614,2025,1,3.52
26615,2025,1,3.7
26616,2025,1,3.3
26617,2025,1,3.14
26618,2025,1,3.18
26619,2025,1,3.78
26620,2025,1,3.09
26621,2025,1,3.43
26622,2025,1,3.33
26624,2025,1,3.52
26625,2025,1,3.45
26626,2025,1,3.05
26627,2025,1,3.46
26628,2025,1,3.26
26629,2025,1,3.51
26630,2025,1,3.63
26631,2025,1,3.53
26633,2025,1,3.36
26635,2025,1,3.6
26636,2025,1,3.57
26637,2025,1,3.45
26638,2025,1,3.11
26640,2025,1,3.55
26641,2025,1,3.33
26642,2025,1,3.14
26643,2025,1,3.21
26644,2025,1,3.72
26645,2025,1,3.72
26646,2025,1,3.33
26647,2025,1,2.84
26648,2025,1,3.49
26649,2025,1,3.63
26650,2025,1,3.55
26651,2025,1,2.79
26652,2025,1,3.47
26653,2025,1,1.54
26655,2025,1,2.99
26656,2025,1,3.18
26657,2025,1,3.44
26659,2025,1,3.5
26660,2025,1,3.34
26661,2025,1,3.13
26662,2025,1,3.32
26664,2025,1,3.56
26665,2025,1,3.39
26667,2025,1,3.38
26669,2025,1,3.31
26670,2025,1,3.34
26671,2025,1,3.39
26672,2025,1,3.76
26673,2025,1,3.34
26674,2025,1,3.5
26675,2025,1,3.35
26676,2025,1,3.59
26677,2025,1,0
26678,2025,1,3.78
26679,2025,1,3.51
26680,2025,1,3.71
26681,2025,1,3.24
26684,2025,1,3.01
26685,2025,1,2.36
26688,2025,1,3.19
26693,2025,1,3.13
26694,2025,1,2.35
26697,2025,1,3.68
26699,2025,1,3.53
26700,2025,1,3.59
26701,2025,1,3.32
26702,2025,1,3.34
26703,2025,1,3.46
26704,2025,1,3.62
26705,2025,1,3.5
26706,2025,1,3.21
26708,2025,1,3.54
26709,2025,1,3.47
26710,2025,1,3.24
26711,2025,1,3.59
26713,2025,1,3.38
26714,2025,1,3.5
26715,2025,1,3.42
26716,2025,1,3.38
26717,2025,1,3.51
26719,2025,1,3.3
26725,2025,1,3.15
26807,2025,1,3.37
26808,2025,1,3
26809,2025,1,3.48
26811,2025,1,3.22
26812,2025,1,3.61
26813,2025,1,3.29
26815,2025,1,3.25
26819,2025,1,3.22
26820,2025,1,3.37
26821,2025,1,3.59
26822,2025,1,3.35
26823,2025,1,3.45
26825,2025,1,3.74
26827,2025,1,3.43
26830,2025,1,3.56
26833,2025,1,3.28
26834,2025,1,3.63
26835,2025,1,3.43
26836,2025,1,2.71
26839,2025,1,3.39
26840,2025,1,3
26841,2025,1,3.65
26843,2025,1,3.61
26844,2025,1,3.53
26845,2025,1,3.33
26846,2025,1,3.4
26847,2025,1,0.98
26848,2025,1,3.29
26849,2025,1,3.27
26850,2025,1,3.1
26851,2025,1,3.36
26852,2025,1,3.49
26853,2025,1,2.53
26854,2025,1,3.35
26855,2025,1,3.42
26856,2025,1,3.66
26859,2025,1,2.92
26860,2025,1,3.07
26862,2025,1,3.04
26863,2025,1,3.35
26867,2025,1,3.52
26868,2025,1,3.24
26869,2025,1,3.67
26870,2025,1,3.04
26871,2025,1,3.07
26873,2025,1,3.24
26875,2025,1,3.61
26876,2025,1,3.16
26877,2025,1,3.13
26878,2025,1,3.35
26880,2025,1,3.07
26882,2025,1,3.41
26883,2025,1,3.53
26884,2025,1,3.3
26885,2025,1,3.18
26889,2025,1,3.6
26892,2025,1,3.25
26893,2025,1,3.54
26894,2025,1,3.59
26895,2025,1,3.7
26896,2025,1,2.7
26899,2025,1,3.53
26900,2025,1,3.76
26903,2025,1,3.1
26904,2025,1,3.67
26905,2025,1,3.21
26906,2025,1,2.48
26908,2025,1,3.53
26911,2025,1,3.66
26912,2025,1,3.39
26916,2025,1,3.02
26917,2025,1,3.63
26918,2025,1,3.16
26921,2025,1,0
26923,2025,1,3.28
26924,2025,1,3.32
26925,2025,1,3.53
26930,2025,1,3.29
26932,2025,1,3.63
26933,2025,1,3.38
26934,2025,1,3.32
26936,2025,1,3.09
26937,2025,1,3.72
26938,2025,1,3.28
26940,2025,1,3.31
26946,2025,1,3.5
26949,2025,1,3.17
26950,2025,1,3.38
26953,2025,1,3.14
26955,2025,1,3.22
26966,2025,1,3.44
26970,2025,1,3.41
26971,2025,1,3.49
26973,2025,1,3.28
26974,2025,1,3.49
26975,2025,1,3.64
26976,2025,1,2.22
26977,2025,1,3.15
26978,2025,1,3.53
26979,2025,1,2.88
26981,2025,1,0.8
26982,2025,1,3.08
26983,2025,1,3.67
26986,2025,1,0
26987,2025,1,2.24
26988,2025,1,0.58
26989,2025,1,2.38
26991,2025,1,0.34
26992,2025,1,3.05
26993,2025,1,0
26995,2025,1,3.47
26998,2025,1,1.21
27000,2025,1,3.49
27002,2025,1,0
27003,2025,1,0
27004,2025,1,0
27007,2025,1,0
27008,2025,1,3.55
27009,2025,1,0
27010,2025,1,3.82
27011,2025,1,3.73
27012,2025,1,0
27013,2025,1,0
27014,2025,1,3.31
27015,2025,1,1.78
27016,2025,1,0.65
27017,2025,1,2.59
27018,2025,1,3
27019,2025,1,0
27020,2025,1,1.88
27021,2025,1,0
27022,2025,1,0
27023,2025,1,0
27024,2025,1,2.33
27025,2025,1,0
27027,2025,1,0
27028,2025,1,2.55
27029,2025,1,1
27031,2025,1,2.36
27032,2025,1,0
27033,2025,1,0
27034,2025,1,0
27035,2025,1,0
27036,2025,1,1.78
27037,2025,1,0
27038,2025,1,0
27039,2025,1,0
27040,2025,1,0
27043,2025,1,0
27044,2025,1,0
27045,2025,1,3.67
27046,2025,1,0
27047,2025,1,0
27048,2025,1,0
27051,2025,1,1.89
27052,2025,1,0
27053,2025,1,0
27054,2025,1,2.37
27056,2025,1,0.17
27057,2025,1,0
27063,2025,1,0
27064,2025,1,2.19
27066,2025,1,0
27067,2025,1,3.34
27068,2025,1,0.81
27069,2025,1,0
27070,2025,1,1.94
27071,2025,1,0
27072,2025,1,0
27073,2025,1,0
27074,2025,1,0
27076,2025,1,3.83
27077,2025,1,0
27078,2025,1,2.92
27079,2025,1,0
27080,2025,1,0.34
27082,2025,1,0
27083,2025,1,2.75
27085,2025,1,3.11
27087,2025,1,0
27088,2025,1,0.85
27089,2025,1,0.5
27090,2025,1,0
27091,2025,1,3.54
27092,2025,1,3.41
27093,2025,1,0
27095,2025,1,0.27
27096,2025,1,0
27098,2025,1,0
27099,2025,1,0
27100,2025,1,0
27101,2025,1,0
27102,2025,1,0
27104,2025,1,0
27105,2025,1,1.13
27106,2025,1,0
27107,2025,1,3.7
27108,2025,1,0
27109,2025,1,0
27111,2025,1,0
27112,2025,1,2.92
27113,2025,1,1.41
27117,2025,1,0
27119,2025,1,1.75
27121,2025,1,1.61
27122,2025,1,3.33
27123,2025,1,0
27143,2025,1,2.88
27145,2025,1,3.15
27146,2025,1,2.82
27147,2025,1,1.18
27148,2025,1,2.96
27149,2025,1,1.7
27151,2025,1,2.9
27153,2025,1,3.01
27154,2025,1,3.09
27155,2025,1,3.08
27156,2025,1,2.89
27158,2025,1,2.55
27160,2025,1,2.91
27162,2025,1,3.27
27164,2025,1,3.66
27165,2025,1,3.08
27167,2025,1,2.56
27172,2025,1,2.08
27176,2025,1,2.93
27177,2025,1,2.8
27178,2025,1,3.08
27179,2025,1,1.47
27180,2025,1,1.77
27203,2025,1,3.54
27204,2025,1,3.43
27205,2025,1,3.58
27206,2025,1,3.33
27207,2025,1,3.53
27208,2025,1,3.34
27209,2025,1,3.55
27210,2025,1,3.74
27211,2025,1,3.44
27212,2025,1,3.78
27214,2025,1,3.11
27215,2025,1,3.61
27216,2025,1,3.25
27217,2025,1,3.01
27218,2025,1,3.17
27219,2025,1,3.67
27220,2025,1,3.06
27221,2025,1,3.9
27222,2025,1,3.56
27223,2025,1,3.33
27224,2025,1,3.53
27225,2025,1,3.7
27226,2025,1,3.68
27227,2025,1,3.24
27228,2025,1,3.54
27229,2025,1,2.88
27230,2025,1,3.7
27231,2025,1,3.45
27232,2025,1,3.54
27233,2025,1,3.24
27234,2025,1,3.01
27235,2025,1,0.24
27236,2025,1,3.5
27237,2025,1,3.41
27238,2025,1,3.22
27239,2025,1,3.11
27240,2025,1,3.53
27241,2025,1,3.17
27242,2025,1,3.6
27243,2025,1,3.61
27244,2025,1,3.8
27245,2025,1,3.53
27246,2025,1,3.44
27247,2025,1,2.99
27248,2025,1,3.14
27249,2025,1,3.45
27250,2025,1,3.22
27251,2025,1,3.11
27252,2025,1,2.7
27253,2025,1,3.65
27254,2025,1,3.4
27255,2025,1,3.57
27256,2025,1,3.68
27257,2025,1,3.68
27258,2025,1,3.61
27259,2025,1,3.6
27260,2025,1,2.86
27261,2025,1,2.9
27262,2025,1,3.18
27263,2025,1,3.53
27264,2025,1,2.87
27265,2025,1,3.14
27266,2025,1,3.33
27267,2025,1,3.46
27268,2025,1,3.41
27269,2025,1,3.33
27270,2025,1,3.3
27271,2025,1,3.63
27272,2025,1,3.68
27273,2025,1,3.13
27274,2025,1,3.29
27275,2025,1,3.54
27276,2025,1,2.71
27277,2025,1,3.26
27278,2025,1,3.16
27279,2025,1,3.68
27280,2025,1,2.68
27281,2025,1,3.63
27282,2025,1,3.53
27283,2025,1,3.37
27284,2025,1,3.43
27285,2025,1,3.26
27286,2025,1,3.14
27287,2025,1,2.76
27288,2025,1,2.44
27289,2025,1,3.28
27290,2025,1,3.29
27291,2025,1,2.98
27292,2025,1,2.99
27293,2025,1,3.17
27294,2025,1,3.25
27295,2025,1,3.75
27296,2025,1,3.14
27297,2025,1,3.13
27298,2025,1,3.53
27299,2025,1,3.6
27300,2025,1,3.51
27301,2025,1,3.04
27302,2025,1,3.38
27303,2025,1,2.5
27304,2025,1,3.46
27305,2025,1,3.5
27306,2025,1,3.8
27307,2025,1,3.5
27308,2025,1,3.14
27309,2025,1,3.63
27310,2025,1,3.65
27311,2025,1,3.75
27312,2025,1,3.65
27313,2025,1,3.36
27314,2025,1,3.59
27315,2025,1,3.58
27316,2025,1,3.25
27317,2025,1,3.03
27318,2025,1,3.33
27319,2025,1,3.48
27320,2025,1,2.6
27321,2025,1,3.38
27322,2025,1,3.69
27323,2025,1,3.01
27324,2025,1,3.06
27325,2025,1,3.39
27326,2025,1,3.67
27327,2025,1,3.69
27328,2025,1,3.5
27329,2025,1,3.5
27330,2025,1,3.26
27331,2025,1,3.48
27334,2025,1,3.65
27335,2025,1,3.1
27336,2025,1,3.2
27337,2025,1,3.78
27338,2025,1,2.48
27339,2025,1,3.46
27340,2025,1,3.47
27341,2025,1,3.09
27342,2025,1,3.45
27343,2025,1,3.29
27344,2025,1,3.83
27345,2025,1,3.53
27346,2025,1,3.17
27347,2025,1,3.38
27348,2025,1,3.74
27349,2025,1,3.38
27350,2025,1,3.57
27351,2025,1,3.58
27354,2025,1,3.38
27355,2025,1,2.8
27357,2025,1,2.92
27358,2025,1,3.3
27359,2025,1,3.68
27360,2025,1,3.78
27361,2025,1,3.14
27362,2025,1,3.75
27363,2025,1,3.5
27364,2025,1,3.03
27365,2025,1,3.34
27366,2025,1,2.8
27367,2025,1,3.73
27368,2025,1,3.14
27369,2025,1,3.43
27370,2025,1,3.54
27371,2025,1,3.73
27372,2025,1,3.61
27373,2025,1,3.41
27374,2025,1,3.53
27375,2025,1,3.42
27376,2025,1,2.94
27377,2025,1,3.8
27378,2025,1,3.58
27379,2025,1,3.63
27380,2025,1,3.04
27381,2025,1,3.81
27382,2025,1,3.58
27383,2025,1,3.72
27384,2025,1,3.39
27385,2025,1,3
27386,2025,1,3.45
27387,2025,1,3.28
27388,2025,1,3.58
27389,2025,1,3.28
27390,2025,1,3.56
27391,2025,1,2.96
27392,2025,1,3.32
27393,2025,1,3.25
27394,2025,1,3.63
27395,2025,1,3.76
27396,2025,1,3.58
27397,2025,1,2.97
27398,2025,1,3.28
27399,2025,1,3.25
27400,2025,1,3.63
27401,2025,1,3.4
27402,2025,1,3.85
27403,2025,1,3.22
27404,2025,1,3.13
27405,2025,1,3.19
27406,2025,1,2.66
27407,2025,1,3.5
27408,2025,1,3.54
27409,2025,1,3.29
27410,2025,1,3.8
27411,2025,1,3.09
27412,2025,1,3.29
27413,2025,1,3.08
27414,2025,1,3.37
27415,2025,1,3.25
27416,2025,1,3.54
27417,2025,1,3.58
27418,2025,1,3.68
27419,2025,1,3.64
27420,2025,1,3.65
27421,2025,1,3.33
27422,2025,1,3.12
27423,2025,1,3.61
27424,2025,1,2.84
27425,2025,1,3.68
27426,2025,1,3.05
27427,2025,1,3.2
27428,2025,1,3.39
27429,2025,1,3.13
27430,2025,1,3.33
27431,2025,1,3.7
27432,2025,1,2.89
27433,2025,1,3.37
27434,2025,1,3.45
27435,2025,1,3.65
27436,2025,1,3.51
27437,2025,1,3.5
27438,2025,1,3.55
27439,2025,1,3.28
27440,2025,1,3.19
27441,2025,1,3.61
27442,2025,1,3.45
27443,2025,1,3.26
27444,2025,1,3.38
27445,2025,1,3.57
27446,2025,1,2.98
27447,2025,1,3.6
27448,2025,1,3.63
27449,2025,1,3.19
27450,2025,1,3.54
27451,2025,1,3.73
27452,2025,1,3.55
27453,2025,1,3.42
27454,2025,1,3.48
27455,2025,1,3.46
27456,2025,1,3.35
27457,2025,1,3.07
27458,2025,1,3.25
27459,2025,1,3.86
27460,2025,1,3.56
27461,2025,1,3.51
27462,2025,1,3.53
27463,2025,1,3.45
27464,2025,1,3.42
27465,2025,1,3.64
27466,2025,1,3.47
27467,2025,1,2.81
27468,2025,1,3.61
27469,2025,1,3.3
27470,2025,1,3.47
27471,2025,1,3.53
27472,2025,1,3.36
27473,2025,1,3.58
27475,2025,1,3.09
27476,2025,1,3.7
27477,2025,1,3.48
27478,2025,1,3.24
27479,2025,1,3.55
27480,2025,1,3.73
27481,2025,1,3.56
27482,2025,1,3.09
27483,2025,1,3.39
27484,2025,1,3.48
27485,2025,1,3.3
27486,2025,1,2.95
27487,2025,1,3.47
27488,2025,1,3.25
27490,2025,1,3.29
27491,2025,1,2.95
27492,2025,1,3.12
27493,2025,1,3.46
27494,2025,1,3.63
27495,2025,1,2.95
27497,2025,1,3.11
27498,2025,1,3.46
27499,2025,1,2.74
27500,2025,1,3.26
27501,2025,1,3.5
27502,2025,1,3.85
27503,2025,1,3.28
27504,2025,1,3.51
27505,2025,1,3.19
27506,2025,1,2.99
27507,2025,1,3.39
27508,2025,1,3.26
27509,2025,1,3.8
27510,2025,1,3.65
27511,2025,1,3.39
27512,2025,1,3.8
27513,2025,1,3.25
27514,2025,1,3.5
27515,2025,1,3.24
27516,2025,1,3.18
27517,2025,1,3.75
27518,2025,1,3.44
27519,2025,1,3.39
27520,2025,1,3.05
27521,2025,1,3.38
27522,2025,1,3.44
27523,2025,1,3.49
27524,2025,1,3.28
27525,2025,1,3.04
27526,2025,1,3.34
27527,2025,1,3.5
27528,2025,1,3.5
27529,2025,1,3.6
27530,2025,1,3.24
27531,2025,1,3.2
27532,2025,1,3.58
27533,2025,1,3.65
27534,2025,1,3.58
27535,2025,1,3.34
27536,2025,1,2.98
27537,2025,1,2.99
27538,2025,1,3.68
27539,2025,1,3.26
27540,2025,1,3.53
27541,2025,1,3.58
27542,2025,1,3.55
27543,2025,1,3.72
27544,2025,1,3.25
27545,2025,1,3.08
27546,2025,1,3.55
27547,2025,1,3.38
27548,2025,1,3.38
27549,2025,1,3.38
27550,2025,1,3.49
27551,2025,1,3.58
27552,2025,1,3.78
27553,2025,1,3.36
27554,2025,1,3.45
